page,Company Name,Address
10251.0,Bank Simpanan Nasional Kuah Islamic Banking,"No 132 & 134 PSRN Bunga Raya,, Langkawi The Mall,
, Kuah, Kedah"
10251.0,BEST DAY ENTERPRISE,"NO 17, JALAN MAJU 1,TAMAN MAJU
, Batu Pahat, Johor"
10251.0,BEST DAY ENTERPRISE,"17, JALAN MAJU 1, TAMAN MAJU,,
, Batu Pahat, Johor"
10251.0,Rns Marketing,"A3-13, 3th Floor, Jalan Penang,, KOMTAR,
, Georgetown, Pulau Pinang"
10251.0,Bank Simpanan Nasional Jitra Islamic Banking,"No 47 & 48, Kompleks Jitra,,
, Jitra, Kedah"
10251.0,Bank Simpanan Nasional Changlun,"No. 1 Pekan Baru,,
, Changlun, Kedah"
10251.0,YC Pang Chong & Gordon,"6 Jalan Rangoon,, Blok 42B,
, Georgetown, Pulau Pinang"
10213.0,Victory Luxury Sdn. Bhd.,"No. 47, 5th Floor, Jalan 1/116B,, Kuchai Enterpreneurs Park, Off Jalan Kuchai Lama,
, Kuala Lumpur, Kuala Lumpur"
10213.0,Pst Resources Sdn Bhd,"13, Jln Industri Impian,, Taman Industri Impian,
, Simpang Ampat, Pulau Pinang"
10213.0,IC BERLIN CONCEPT STORE,"LOT S123AA, SECOND FLOOR,, ONE UTAMA SHOPPING CENTRE, LEBUH BANDAR UTAMA,
, Petaling Jaya, Selangor"
10213.0,A TREND VENTURE,"15.1, Menara 1 Mont Kiara,, No.1, Jalan Mont Kiara
, Kuala Lumpur, Kuala Lumpur"
10213.0,Txn Marketing,"No. 1573, Jln Nangka,, Taman Jambu Mawar,
, Bukit Mertajam, Pulau Pinang"
10213.0,Today Lifestyle Marketing,"No. 6, 3rd Floor, Blok 54, Jln Van Praagh,,
, Georgetown, Pulau Pinang"
10213.0,Leng Marketing,"No. 17, Jln Merak 2,, Taman Merak Jaya,
, Simpang Ampat, Pulau Pinang"
10213.0,Double Champion Auto Parts Sdn Bhd,"No 732, BA, Jln Sungai Dua,,
, Gelugor, Pulau Pinang"
10213.0,Soon Soon Lee Lee Motor Sdn Bhd,"11 Persiaran Pokok Sena,, Pusat Perniagaan Pokok Sena,
, Kepala Batas, Pulau Pinang"
10213.0,Ben Mobile Global,"No 9, Jln Thomas,, Blok 93B,
, Gelugor, Pulau Pinang"
10213.0,Sonic Motors,"29-2, 1st Floor, Lintang Batu Maung 1,,
, Batu Maung, Pulau Pinang"
10213.0,Sunkiss Marketing,"No. 121, Jln Machang Bubok,, Bandar Machang Bubok,
, Bukit Mertajam, Pulau Pinang"
10257.0,Bank Simpanan Nasional Taman Sri Bahagia,"No 37, Jln Sri Bahagia 10,, Tmn Sri Bahagia,
, Johor Bahru, Johor"
10257.0,Kedai Ubat Yang Sheng,"No 39, Lrg Bakap Indah 2,, Tmn Bakap Indah,
, Simpang Ampat, Pulau Pinang"
10257.0,Bank Simpanan Nasional Bandar Penawar Islamic Banking,"No. 15A, Bangunan Kedai,, Pusat Bandar,
, Kota Tinggi, Johor"
10257.0,Bank Simpanan Nasional Yong Peng,"No 6, Jalan Cahaya Baru,, Taman Bandar Cahaya Baru,
, Yong Peng, Johor"
10257.0,Bank Simpanan Nasional Sri Layang-layang,"Tingkat Bawah, No 13, Jalan Bunga Raya,, Pekan Layang - Layang Baru,
, Layang-Layang, Johor"
10257.0,Bank Simpanan Nasional Taman Sentosa,"No 71 Jalan Sutera,, Taman Sentosa,
, Johor Bahru, Johor"
10257.0,Blue I Security (Bluei Corporation Sdn Bhd),"Suite 10, Jalan awan makmur,, Oug Square off old klang road,
, Kuala Lumpur, Kuala Lumpur"
10257.0,BENNY WONG USED CARS SDN BHD,"LOT 4288, BATU 12 1/2,, SG SEKAMAT, JALAN CHERAS, SELANGOR
, Kajang, Selangor"
10257.0,Seri Alam KLC Language Centre,"8, Jalan Lembah 19, Bandar Seri Alam, Masai
, Masai, Johor"
10257.0,SPEED TECK AIR COND & ACCESSORIES,"No.29, Jalan Hang Tuah 4/2,, Taman Muhibbah.
, Kluang, Johor"
10257.0,Brotherhood western and grill,"73, Lrg IM 15/19, Indera Mahkota 15,
, Kuantan, Pahang"
10257.0,DAE BAK CAFE,"A275 2nd Floor, Kuantan Star City,, Jln Beserah,
, Kuantan, Pahang"
10270.0,Restoran Mawar Merah,"2701, Jalan Puteri Saadong,
, Kota Bharu, Kelantan"
10270.0,Joo Hong Hardware & Elct Trdg,"No TBP811, Jln Bkt Tambun,,
, Simpang Ampat, Pulau Pinang"
10270.0,Gino Pizza,"2499, Jalan Abdul Kadir Adabi,,
, Kota Bharu, Kelantan"
10270.0,Lian Yew Fatt Engineering Construction Works,"7D, Jalan Keembong 5,, Taman Johor Jaya,
, Johor Bahru, Johor"
10270.0,Pusat Internet Sh,"Lrg Bukit Panchor 3,, Tmn Bukit Panchor
, Nibong Tebal, Pulau Pinang"
10270.0,Mr Cook Western Food,"Kampung Rambutan Rendang,
, Kota Bahru, Kelantan"
10270.0,Spilla Restoran,"Kampung Kubang Palas,
, Ketereh, Kelantan"
10270.0,Pusat Internet Desa Balik Pulau,"2312 Pejabat Pos, Jln Besar,,
, Balik Pulau, Pulau Pinang"
10270.0,Restoran Cherita,"Lot 256, Jalan Pengkalan Chepa,
, Kota Bharu, Kelantan"
10270.0,Azizan Nayan & Co,"12a, Tkt 1, Lorong Bertam Jaya 1,, Taman Bertam Jaya,
, Kepala Batas, Pulau Pinang"
10270.0,Fuel Internet Cafe,"Jln Pekaka 3,, Tmn Pekaka
, Nibong Tebal, Pulau Pinang"
10270.0,Paya Lada Sup Belut,"Jalan Kuala Krai,,
, Ketereh, Kelantan"
10252.0,Kwan Yik Jewellers Sdn Bhd,"20, Jln Datok Ooh Chooi Cheng,,
, Bukit Mertajam, Pulau Pinang"
10252.0,Veon Szu & Kok Tyhe,"1442 Tkt Atas, Jalan Besar,,
, Simpang Ampat, Pulau Pinang"
10252.0,Sengtech Metal Indust Sdn Bhd,"No 1474, Jln Datuk Hj Ahmad Badawi,,
, Kepala Batas, Pulau Pinang"
10252.0,The Chamber Of Yu Shin Ong,"12-01, 12th Floor, Jalan Sultan Ahmad Shah,, Blok 38,
, Georgetown, Pulau Pinang"
10252.0,Bank Simpanan Nasional Baling Islamic Banking,"No. 72, Jalan Badlishah,,
, Baling, Kedah"
10252.0,Best Day Enterprise,"17, JALAN MAJU 1, TAMAN MAJU,,
, Batu Pahat, Johor"
10252.0,Bank Simpanan Nasional Kedah Main Branch,"1258, Jalan Sultan Badlishah,,
, Alor Setar, Kedah"
10252.0,Paradigm Metal Indust Sdn Bhd,"No 2478, Lrg Perusahaan 10,, Kaw Perusahaan Perai,
, Perai, Pulau Pinang"
10252.0,Ding Xin Decorations Ent,"39, Jalan Besar,, Taman Tempua,
, Simpang Ampat, Pulau Pinang"
10252.0,Beauart Interior Decoration,"32, 4th Floor, Blok 1, Lebuh Tengku Kudin 2,,
, Gelugor, Pulau Pinang"
10252.0,Calee Jewels (M) Sdn Bhd,"68, Lbh Chulia,,
, Georgetown, Pulau Pinang"
10252.0,Jian Bin Interior Design Studio,"5305, Jln Raja Uda,, Raja Uda,
, Butterworth, Pulau Pinang"
10205.0,Heyzee Enterprise,"No 358, Teluk Bahang,,
, Pulau Pinang, Pulau Pinang"
10205.0,SPM Rafikali Motel Enterprise,"No 2012, Jln Bertam,,
, Kepala Batas, Pulau Pinang"
10205.0,Natural Origin Laboratory,"2nd Floor, Blok 107, Jln Gurdwara,,
, Georgetown, Pulau Pinang"
10205.0,Tkc Motor Accessories (Alma) Sdn Bhd,"5 Lorong Alma Jaya 1/1,, Taman Sri Rozhan,
, Bukit Mertajam, Pulau Pinang"
10205.0,Tkc Motor Accessories (M) Sdn Bhd,"37 Jalan Aston,,
, Bukit Mertajam, Pulau Pinang"
10205.0,Masjid Jamek Sungai Gelugor,", Masjid Jamek Sg Gelugor,
, Gelugor, Pulau Pinang"
10205.0,Lucky Money Remittance Sdn Bhd,"Jln Penang,, Komtar,
, Georgetown, Pulau Pinang"
10205.0,KYRINAZ BOUTIQUE & ENTERPRISE,"2-3-2 Jalan Medan Pusat Bandar 8,, Bangi Sentral,
, Bandar Baru Bangi, Selangor"
10205.0,J & S Restaurant,"4608-4609, Jalan Chain Ferry,,
, Butterworth, Pulau Pinang"
10205.0,Pajak Gadai Stx Gayathiiris Sdn Bhd,"No.10F, Jln Rumbia,,
, Batu Maung, Pulau Pinang"
10205.0,Your Easy Laundry,"BA, Blok 33, Psn Paya Terubong 1,,
, Batu Maung, Pulau Pinang"
10205.0,Masjid Haji Saad,"Tanah Liat,, Masjid Hj Saad,
, Bukit Mertajam, Pulau Pinang"
10235.0,LOGAH ENTERPRISE,"LOT 5403, NO 7 DATARAN KUNDANG BARU KAMPUNG BARU KUNDANG
, Rawang, Selangor"
10235.0,Harn Chuan Ent,"Jln Rozhan, Kaw Industri Alma,,
, Bukit Mertajam, Pulau Pinang"
10235.0,CWS Petromart,"Jln Baru,, Stesyen Minyak Shell,
, Perai, Pulau Pinang"
10235.0,POS LAJU PORT DICKSON,"No.33 & 34(Grd. Floor) Jalan DS2/1,, Bandar Dataran Segar
, Port Dickson, Negeri Sembilan"
10235.0,Dream Hse,"58 Jln Kota Permai, Tmn Kota Permai,,
, Bukit Mertajam, Pulau Pinang"
10235.0,POS LAJU BAHAU,"No. 21, Jalan Masjid, Pusat Perniagaan Bahau
, Bahau, Negeri Sembilan"
10235.0,Pasar Raya V Mart,"No 69, Jln Pekan Darat,, Sungai Dua,
, Butterworth, Pulau Pinang"
10235.0,Mesrajaya Resources,"18-5, BA, Jalan Todak 2,, Pusat Bandar,
, Perai, Pulau Pinang"
10235.0,Auto Sound Sky Trdg,"80, Jln Perai Jaya 2,,
, Perai, Pulau Pinang"
10235.0,POS LAJU NILAI,"PT 4954,Jalan TS 2/1, Taman Semarak
, Labu, Negeri Sembilan"
10235.0,Thifas Global Solutions,"40C Jalan Tun Dr Awang,,
, Batu Maung, Pulau Pinang"
10235.0,POS LAJU SEREMBAN,"No. 148 Jalan Bandar Senawang 7, Pusat Bandar Senawang
, Seremban, Negeri Sembilan"
10286.0,Dubai Grill's Restaurant,"Block J, Ground Floor, Lot 62, Lorong Plaza Utama,, Alarm Mesra
, Kota Kinabalu, Sabah"
10286.0,Bank Kerjasama Rakyat Malaysia Bhd Semporna,"Lot D2 & A19 Jalan Bubul,, Bandar Utama Semporna,
, Semporna, Sabah"
10286.0,Bank Kerjasama Rakyat Malaysia Bhd Putatan,"No. 5 & 6, Tapak Putatan Baru,, Jalan Putatan,
, Kota Kinabalu, Sabah"
10286.0,Seed Garden Restaurant Melaka,"60, Jalan Tokong,,
, Melaka, Melaka"
10286.0,Vita Land Food Industries Sdn Bhd,"No. 1112, Lrg Perusahaan Maju 2,, Kawasan Perusahaan Perai,
, Perai, Pulau Pinang"
10286.0,Bank Kerjasama Rakyat Malaysia Bhd Kota Marudu,"No. 6 & 7, WTK Fasa 2,,
, Kota Marudu, Sabah"
10286.0,Makro Mestika Sdn Bhd,"1502 Jln Datuk Hj Ahmad Badawi,,
, Kepala Batas, Pulau Pinang"
10286.0,Volantia Sdn Bhd,
10286.0,Ng Eng Decoration,"37, Gat Leboh Presgrave,,
, Georgetown, Pulau Pinang"
10286.0,Bank Kerjasama Rakyat Malaysia Bhd Beaufort,"Lot 21 & 22, Block C, At Commercial Lot,, New Beaufort Jaya, Near Beaufort Bridge,
, Beaufort, Sabah"
10286.0,Le Que Restaurant Melaka,"21, Jalan Tun Tan Cheng Lock,
, Melaka, Melaka"
10286.0,Bank Kerjasama Rakyat Malaysia Bhd Kota Belud,"Lot 3 & 4 , Block E,, Ying Ming Commercial Centre,
, Kota Belud, Sabah"
10258.0,SHUN XIN PLASTIC INDUSTRIES SDN BHD,"NO.25, JALAN MASHYUR 4,, TAMAN PERINDUSTRIAN CEMERLANG
, Ulu Tiram, Johor"
10258.0,Streetz Café,"B - 588 Tingkat Bawah,, Jln Beserah
, Kuantan, Pahang"
10258.0,4s Bike Spa and Bistro Café,"No 46, Jln Putra Square 7,, Putra Square
, Balok, Pahang"
10258.0,Whims Cafe Kuantan,"B60, Lorong IM15/8, Indera Mahkota,
, Kuantan, Pahang"
10258.0,Kwang Heng Indust Sdn Bhd,"Lrg Kuini 1,,
, Bukit Mertajam, Pulau Pinang"
10258.0,Kafe Bocca,"A1998, 1st flr Lrg Sri Kuantan 47,, Jln Beserah
, Kuantan, Pahang"
10258.0,Blackwall Kitchen,"No 21. Lrg Shahzan IM2, Tmn Shahzan,
, Kuantan, Pahang"
10258.0,Chambers Of Krish Baarshat & Vasantha The,"105A Jalan Raja Uda,, Pusat Perniagaaan Raja Uda,
, Butterworth, Pulau Pinang"
10258.0,MINT Restaurant Kuantan,"Pusat Rekreasi Air Balok,
, Balok, Pahang"
10258.0,Team Pme Corpn Sdn Bhd,"52, 3rd Floor, Jln Todak 2,, Pusatbandar,
, Perai, Pulau Pinang"
10258.0,Jaman Tory Resepi,"A15 2/3 Indera Mahkota 2,, Bdr Indera Mahkota
, Kuantan, Pahang"
10258.0,Anjung Warisan Pekan Budaya Johor,"JKR296, Jalan Petri,, Kampung Tarum,
, Johor Bahru, Johor"
10271.0,Kb Burger Bakar Café,"Dpn JKR Jln Kuala Krai,,
, Kota Bharu, Kelantan"
10271.0,Kwan Chan Indust Sdn Bhd,"No 4415, Jln Sungai Puyu,,
, Butterworth, Pulau Pinang"
10271.0,Kwan Chan Indust Sdn Bhd,"No 4415, Jln Sungai Puyu,,
, Butterworth, Pulau Pinang"
10271.0,Ipex Internet Cafe,"Jln Pekaka 5,, Tmn Pekaka
, Nibong Tebal, Pulau Pinang"
10271.0,Restoran E & Y Sahul Johor,"53, Jalan Meranti Merah,, Taman Melodies,
, Johor Bahru, Johor"
10271.0,Us Technology Resources (M) Sdn Bhd,"No 15, 1st Floor, Mayang Mall, Jln Mayang Pasir 1,, Bayan Baru,
, Batu Maung, Pulau Pinang"
10271.0,Rangnok Restaurant,"Lot 4107 (Jalan Pasir Mas-Salor),
, Kota Bharu, Kelantan"
10271.0,Restoran Nasi Kandar Seri Kota Johor,"32, Jalan Permas Jaya 9/3,, Permas Jaya,
, Masai, Johor"
10271.0,Popular Realty,"43-2, Vantage Point, Jalan Lenggong
, Georgetown, Pulau Pinang"
10271.0,Level Up Internet Cafe Sdn Bhd,"1, Mdn Angsana Empat,,
, Ayer Itam, Pulau Pinang"
10271.0,SHELLOUT LAH JOHOR,"18, Jalan Setia Tropika 1/18,, Taman Darul Ta'zim,
, Johor Bahru, Johor"
10271.0,Asahi Tech Sdn Bhd,"No 8, 1st Floor, Lorong Talang 9,, Taman Emas,
, Perai, Pulau Pinang"
10264.0,Jaya Medi Supply,"No 64, Tkt Binjai 4,, Tmn Sri Rambai,
, Bukit Mertajam, Pulau Pinang"
10264.0,Imagine Supplies Sdn Bhd,"20, Jln Kelisa Emas 2,, Taman Kelisa Emas,
, Perai, Pulau Pinang"
10264.0,Messrs Sharifah Jahaya & Co,"6, 1st Floor, Lorong Cermai 6,, Taman Samagagah,
, Permatang Pauh, Pulau Pinang"
10264.0,Microvance Sdn Bhd,"No 15, Tkt Perusahaan 1,,
, Bukit Mertajam, Pulau Pinang"
10264.0,Ejen Penghantaran Tanjung,"Lot 3.33, Wisma Central, 41, Jln Macalister,,
, Georgetown, Pulau Pinang"
10264.0,Messrs Shan & Su,"19, 2nd Floor, Lorong Jermal Indah,, Taman Jermal Indah,
, Butterworth, Pulau Pinang"
10264.0,Messrs P Balachandran & Co,"6773, 1st Floor, Jalan Kampung Gajah,,
, Butterworth, Pulau Pinang"
10264.0,Kt Total Solution Sdn Bhd,"No. 1242 MK5, Jln Permatang Nibong,,
, Bukit Mertajam, Pulau Pinang"
10264.0,Bank Simpanan Nasional Johor Main Branch,"Wisma Maria,, Jalan Ngee Heng,
, Johor Bahru, Johor"
10264.0,Madrasah Al-muradiah Al-islamiah,"Madrasah Al-muradiah, Tmn Brown,,
, Gelugor, Pulau Pinang"
10264.0,Chin Yang Trdg,"No 46, Jln Besar,, Tmn Cenderawasih Indah,
, Nibong Tebal, Pulau Pinang"
10264.0,Madrasah Al-khairiah Islamiah,"Madrasah Alkhairiah Islamiah,, Kampung Bukit
, Batu Maung, Pulau Pinang"
10225.0,Gemilang Pesona Fasiliti (M) Sdn Bhd,"BA, Blok 5, Lbh Nipah 2,,
, Batu Maung, Pulau Pinang"
10225.0,Butik D'yana Pasir Tumboh,"Lot 7997, Bandar Satellite,, Pasir Tumboh ,
, Kota Bharu, Kelantan"
10225.0,Starmag Management,"No. 18-10-D, Psn Gurney,,
, Georgetown, Pulau Pinang"
10225.0,Galiancon (Kuari) Sdn Bhd,"No 17, Lrg Keramat Permai 1,, Tmn Keramat Permai,
, Nibong Tebal, Pulau Pinang"
10225.0,Spectrology Indust Sdn Bhd,"3, Lrg Kampung Jawa,,
, Butterworth, Pulau Pinang"
10225.0,Btm Parts N Accessories Ent,"63, Jln Perusahaan Jelutong 3,, Blok J,
, Georgetown, Pulau Pinang"
10225.0,Rina Global Management,"No. 228A, Jln Jelutong,,
, Georgetown, Pulau Pinang"
10225.0,KHIAN HUAT STEEL WORKS ENGINEERING SDN BHD,"250 & 252 Jalan C.Y.Choy,
, Georgetown, Pulau Pinang"
10225.0,SIN LINE TEK ELECTRONIC CO SDN BHD,"PT 464 Jalan Kasawari, Kawasan Perusahaan Kebun Baru
, Telok Panglima Garang, Selangor"
10225.0,SKY TWO UNISEX HAIR SALOON,"52-G-7 Jalan Van Praagh, Taman Sri Hijau
, Georgetown, Pulau Pinang"
10225.0,POS LAJU BUKIT MERTAJAM,"No 42, Jalan Bayu Mutiara 1, Taman Bayu Mutiara
, Bukit Mertajam, Pulau Pinang"
10225.0,Butik D'Yana Kota Bharu,"Lot PT 687, Ting Bawah Berhadapan AEON Mall,, Jalan Sultan Zainab,
, Kota Bharu, Kelantan"
10290.0,"Bank Kerjasama Rakyat Malaysia Bhd Presint 15, Putrajaya","No. 22 & 24,, Jalan Diplomatik 3/1, Presint 15,
, Putrajaya, Putrajaya"
10290.0,UZR DRAFCADD ENTERPRISE,"No. 2 Kedai PLB, Jln Pinggiran Delima 2/5, Taman Pinggiran Delima
, Hulu Langat, Selangor"
10290.0,Livinox Malaysia Sdn Bhd,"Plot 1125 Lorong Perindustrian Bkt Minyak 7,, Kawasan Perushaan Bukit Minyak,
, Simpang Ampat, Pulau Pinang"
10290.0,Melantak Steak Hub Melaka,"No. 12, Jalan KPKS 1,, Kompleks Perniagaan Kota Syahbandar,
, Melaka, Melaka"
10290.0,Ika Houseware (Ks) Sdn Bhd,"No 1365A, Kubang Semang,,
, Kubang Semang, Pulau Pinang"
10290.0,LCC CONSTRUCTION,"NO 19-2 JALAN PUTERI 7/9, BANDAR PUTERI PUCHONG
, Puchong, Selangor"
10290.0,Thean Guan Hardware & Machinery,"No 482, Lbh Pantai,,
, Georgetown, Pulau Pinang"
10290.0,Chooi Tee Hardware Sdn Bhd,"No 1A, Lbh Carnarvon,,
, Georgetown, Pulau Pinang"
10290.0,Lead Sun Auto Industries Sdn Bhd,"49, Jalan 3/57B,, Segambut Light Industries, Segambut,
, Kuala Lumpur, Kuala Lumpur"
10290.0,AMS Hardware Sdn Bhd,"No 18, Jln Pahang,,
, Georgetown, Pulau Pinang"
10290.0,WAN SOON FATT BROTHERS SDN BHD,"1-A, SIMPANG EMPAT KANGKONG,
, Alor Setar, Kedah"
10290.0,Deebot Trdg,"No 10, Mdn Kg Relau 1,, Blok 1,
, Batu Maung, Pulau Pinang"
10219.0,POS LAJU LABUAN,"Lot 3 Lazenda Warehouse Phase II, Jalan Patau-Patau
, Labuan, Labuan"
10219.0,POS LAJU KUCHING SERVICE CENTRE,"Pejabat Pos Besar, Pusat Mel, Jalan Tun Abang Haji Openg
, Kuching, Sarawak"
10219.0,Rayco Mobile & Accessories,"No 2837, Jln Baru Perai,, Bandar Perai Jaya,
, Perai, Pulau Pinang"
10219.0,POS LAJU SIBU SERVICE CENTRE,"Pejabat Pos Sibu, Jalan Kampung Nyabor
, Sibu, Sarawak"
10219.0,Perfect Northern Sdn Bhd,"No. 25, Lbh Nangka 1,, Taman Desa Damai,
, Bukit Mertajam, Pulau Pinang"
10219.0,POS LAJU LIMBANG,"Pos Malaysia Limbang, Jalan Buang Siol
, Limbang, Sarawak"
10219.0,Rix Mobile,"No 2828, Jln Baru,, Megamall Pinang,
, Perai, Pulau Pinang"
10219.0,POS LAJU SRI AMAN,"Pos Malaysia Sri Aman, Jalan Durian
, Sri Aman, Sarawak"
10219.0,Mono KL,"2 -17-2, Jalan Medan Pusat 2C,, Seksyen 8 Bangi Sentral,
, Bandar Baru Bangi, Selangor"
10219.0,HAO HWA STAINLESS STEEL AND RENOVATION,"90 TAMAN DINDINGS,
, Ayer Tawar, Perak"
10219.0,Kuantan Backpackers,"No. 39, 1st Floor,, Jalan Tun Ismail,
, Kuantan, Pahang"
10219.0,Standard Spare Parts (Penang) Sdn Bhd,"81, Jln Jelutong,,
, Georgetown, Pulau Pinang"
10217.0,Wei Shern Auto Parts Sdn Bhd,"60, Persiaran Kota Permai 4,, Taman Kota Permai,
, Bukit Mertajam, Pulau Pinang"
10217.0,Scanmax Logistics (M) Sdn Bhd,"3 Jalan Batu Maung,, Airfreight Forwarders,
, Batu Maung, Pulau Pinang"
10217.0,Sri Sungai Dua Logistic Sdn Bhd,"2611 JAlan Pokok Sena,, Kampung Pokok Sena,
, Kepala Batas, Pulau Pinang"
10217.0,Evergreen Warehouse & Logistics Sdn Bhd,"Plot A Lot Hs(d), Jln Bagan Dalam,, Dermaga Butterworth,
, Butterworth, Pulau Pinang"
10217.0,Premiuer Auto Parts Sdn Bhd,"15, Medan Limau Emas,, Pusat Perniagaan Limau Emas,
, Bukit Mertajam, Pulau Pinang"
10217.0,Tim Marine Agencies,"No. 187, 2nd Floor, Lbh Pantai,,
, Georgetown, Pulau Pinang"
10217.0,Viwin Auto Parts Ent,"No 30, Lorong Perusahaan Ringan Juru 2,, Taman Perusahaan Ringan Juru,
, Simpang Ampat, Pulau Pinang"
10217.0,Leong Car Auto Parts,"16, Jln Seri Pinang,, Taman Seri Pinang,
, Butterworth, Pulau Pinang"
10217.0,Yijin Auto Body Parts Trdg,"75, Pusat Perniagaan Raja Uda, Jln Raja Uda,, Raja Uda,
, Butterworth, Pulau Pinang"
10217.0,Singa Marine Sdn Bhd,"2-7-23 Harbour Trade Centre, Gat Lebuh Macallum,,
, Georgetown, Pulau Pinang"
10217.0,LMBC SERVICES SDN BHD,"39-2f block h jalan maju 3/3, taman lembah maju
, Ampang, Selangor"
10217.0,Mikasano Academic Cent,"1, Jln Perai Jaya,,
, Perai, Pulau Pinang"
10245.0,Silver CT Sdn Bhd,"Lot 1330-1331 Jalan 1, Off Jalan Kuala Kangsar
, Simpang, Perak"
10245.0,POS LAJU KUALA LUMPUR,"Jalan Tun Sambathan,
, Kuala Lumpur, Kuala Lumpur"
10245.0,Silver CT Sdn Bhd,
10245.0,Chantique Beauty & Spa N Vendor Butik,"Jalan P9E/1, Presint 9,,
, Putrajaya, Putrajaya"
10245.0,Supreme Broadway Sdn. Bhd.,"Plaza Jelutong, Bukit Jelutong, B13,
, Shah Alam, Selangor"
10245.0,Zetex Advisory Sdn Bhd,"No. 5-03, Kompleks Austin Perdana,, Jalan Austin Perdana 2, Taman Austin Perdana
, Johor Bahru, Johor"
10245.0,Montpac Corporation Sdn Bhd,"Plot 182, Lrg Perindustrian Bukit Minyak 7,,
, Simpang Ampat, Pulau Pinang"
10245.0,Ps Auto Accessories & Air Cond,"2999, Jln Hashim Awang,,
, Tasek Gelugur, Pulau Pinang"
10245.0,Titan Entity Sdn Bhd,"No 18, Lrg P Bt Minyak 2,, Kaw Perindustrian Bkt Minyak,
, Simpang Ampat, Pulau Pinang"
10245.0,Bank Simpanan Nasional Lundang Islamic Banking,"Lot 298, Jalan Pasir Puteh,,
, Kota Bharu, Kelantan"
10245.0,Vip Dynasty Sdn Bhd,"7064, Jalan Ong Yi How,,
, Butterworth, Pulau Pinang"
10245.0,Bank Simpanan Nasional Kuala Krai Islamic Banking,"Lot 1525, Jln Tengku Zainal Abidin,,
, Kuala Krai, Kelantan"
10282.0,Bank Kerjasama Rakyat Malaysia Bhd Serdang Raya,"No. C1-00-28, Seksyen 9,, Jalan SR 1/9, Taman Serdang Raya,
, Seri Kembangan, Selangor"
10282.0,Mh Food Supplies,"No. 11, Ground Floor, Jln Tingkat Binjai 12,, Taman Sri Rambai,
, Bukit Mertajam, Pulau Pinang"
10282.0,Hajjah Mona Asam Pedas Melaka,"6, Jalan Laksamana 2,, Taman Kota Laksamana,
, Melaka, Melaka"
10282.0,Super Five Enterprise Sdn Bhd,"22A Jalan Megat Harun,, Pusat Perniagaan Daya Maju,
, Bukit Mertajam, Pulau Pinang"
